Gene name,Macaque gene name,Macaque homology type
,,ortholog_many2many
,,ortholog_many2many
,PRAMEF12,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,PRAMEF12,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,PRAMEF12,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,PRAMEF12,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,PRAMEF12,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,PISD,ortholog_one2one
,,ortholog_many2many
,,ortholog_many2many
,PRAMEF12,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,PRAMEF12,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,
,,
,,ortholog_many2many
,,ortholog_many2many
,PRAMEF12,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,SP110,ortholog_one2many
,,
,,ortholog_many2many
,,ortholog_many2many
,PRAMEF12,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,SP110,ortholog_one2many
,,
,,
,SP110,ortholog_one2many
,,
,,
Csprs,,
,,ortholog_one2many
,,ortholog_one2many
Gm28489,,
Gm21867,,
Gm29448,,
Gm21127,,
Gm20816,,ortholog_many2many
Gm20816,,ortholog_many2many
Gm29447,,
Gm29446,,
Gm29452,,
Gm29451,,
Gm20817,SYCP3,ortholog_one2many
Gm28633,,
Gm21562,,
Gm29410,,
Gm28298,,
Gm21572,,
Gm28297,,
Gm21753,,
Gm21723,,
Gm28462,,
Gm20818,,
Gm28296,,
Gm21821,,
Gm28295,,
Gm20932,,
Gm29134,,
Gm28303,,
Gm28304,,
Gm28824,,
Gm21810,,
Gm21916,,
Gm29191,,
Gm21756,,
Gm28210,,
Gm29074,,
Gm28211,,
Gm28518,,
Gm28519,,
Gm28520,,
Gm21626,,
Gm28433,,
Gm28521,,
Gm28431,,
Gm21633,,
Gm28432,,
Gm20886,,
Gm28522,,
Gm21808,,
Gm21745,,
Gm28517,,
Gm29532,,
Gm29531,,
Gm28464,,
Gm28841,,
Gm29656,,
Gm28842,,
Gm28843,,
Gm29655,,
Gm28837,,
Gm21647,,
Gm29653,,
Gm28838,,
Gm29654,,
Gm28839,,
Gm29651,,
Gm20866,,
Gm20868,,
Gm29652,,
Gm29080,,
Gm21184,,
Gm21201,,
Gm28844,,
Gm21841,,
Gm29081,,
Gm29077,,
Gm29076,,
Gm29079,,
Gm29078,,
Gm20853,,
Gm29075,,
Gm20870,SYCP3,ortholog_one2many
Gm29225,,
Gm28483,,
Gm29226,,
Gm28484,,
Gm29227,,
Gm28480,,
Gm20842,,
Gm21880,,
Gm29386,,
Gm29384,,
Gm21896,,
Gm29280,,
Gm20799,,
Gm29279,,
Gm29182,,
Gm28260,,
Gm21795,,
Gm20844,,
Gm28261,,
Gm28264,,
Gm21872,,
Gm20798,,
Gm28463,,
Gm21757,,
Gm28968,,
Gm28495,,
Gm20846,,
Gm20847,,
Gm20848,,
Gm21766,,
Gm20800,,
Gm21683,,
Gm28468,,
Gm20898,,
Gm21855,,
Gm29333,,
Gm29255,,
Gm20902,,
Gm28332,,
Gm28678,,
Gm28333,,
Gm28334,,
Gm28335,,
Gm20903,SYCP3,ortholog_one2many
Gm28336,,
Gm28272,,
Gm28337,,
Gm29256,,
Gm28259,,
Gm28338,,
Gm28273,,
Gm21715,,
Gm29028,,
Gm29029,,
Gm29615,,
Gm29030,,
Gm29023,,
Gm29024,,
Gm29025,,
Gm29026,,
Gm28213,,
Gm28212,,
Gm21799,,
Gm28227,,
Gm20905,SYCP3,ortholog_one2many
Gm29411,,
Gm28222,,
Gm21835,,
Gm28820,,
Gm28223,,
Gm29412,,
Gm29413,,
Gm29671,,
Gm21878,,
Gm28162,,
Gm28789,,
Gm20922,,
Gm20738,,ortholog_many2many
Gm20738,,ortholog_many2many
Gm20814,SYCP3,ortholog_one2many
Gm28787,,
Gm28788,,
Gm28545,,
Gm28547,,
Gm29278,,
Gm28546,,
Gm21922,,
Gm21924,,
Gm21111,,
Gm21735,,
Gm28608,,
Gm28607,,
Gm28771,,
Gm28772,,
Gm28606,,
Gm28773,,
Gm20850,SYCP3,ortholog_one2many
Gm20897,SYCP3,ortholog_one2many
Gm29574,,
Gm28774,,
Gm29575,,
Gm28775,,
Gm21765,,
Gapdh-ps15,,
Gm28776,,
Gm21787,,
Gm28770,,
Gm20901,,
Gm28176,,
Gm28786,,
Gm29360,,
Gm28121,,
Gm29496,,
Gm29497,,
Gm29499,,
Gm28123,,
Gm28120,,
Gm29313,,
Gm29498,,
Gm21180,,
Gm36782,,
Gm20859,,
Gm29839,,
Gm29314,,
Gm29495,,
Gm29310,,
Gm29311,,
Gm21638,,
Gm29312,,
Gm29308,,
Gm29309,,
Gm28702,,
Gm28701,,
Gm28700,,
Gm28699,,
Gm28705,,
Gm28704,,
Gm28540,,
Gm28537,,
Gm28538,,
Gm29569,,
Gm20867,,ortholog_many2many
Gm20867,,ortholog_many2many
Gm21658,,
Gm29568,,
Gm29567,,
Gm21198,,
Gm29566,,
Gm29565,,
Gm29147,,
Gm29146,,
Gm28664,,
Gm28663,,
Gm29149,,
Gm29148,,
Gm29145,,
Gm29144,,
Gm28817,,
Gm28816,,
Gm20808,,
Gm20806,,ortholog_many2many
Gm20806,,ortholog_many2many
Gm28815,,
Gm28814,,
Gm28813,,
Gm29274,,
Gm29275,,
Gm29276,SYCP3,ortholog_one2many
Gm21805,,
Gm29645,,
Gm28312,,
Gm29165,,
Gm21242,,
Gm29042,,
Gm29031,,
Gm28311,,
Gm29032,,
Gm28310,,
Gm29606,,
Gm28504,,
Gm29607,,
Gm28567,,
Gm21248,,
Gm28568,,
Gm29189,,
Gm29286,,
Gm29285,,
Gm28280,,
Gm21241,,
Gm28159,,
Gm28278,,
Gm28160,,
Gm28157,,
Gm28158,,
Gm21257,,
Gm28161,,
Gm28695,,
Gm28696,,
Gm20791,,
Gm28886,,
Gm20841,,
Gm28899,,
Gm29426,,
Gm28885,,
Gm21856,,
Gm28887,,
Gm28896,,
Gm29444,,
Gm21282,,
Gm21783,,
Gm28895,,
Gm29445,,
Gm28894,,
Gm21829,,
Gm28457,,
Gm29324,,
Gm21779,,
Gm28741,,
Gm20912,,
Gm20801,,
Gm28742,,
Gm28458,,
Gm21919,,
Gm28743,,
Gm28459,,
Gm28461,,
Gm28124,,
Gm21790,,
Gm21728,,
Gm28460,,
Gm28126,,
Gm28851,,
Gm28125,,
Gm28456,,
Gm21825,,
Gm29073,,
Gm29648,,
Gm29647,,
Gm29468,,
Gm29646,,
Gm29469,,
Gm29472,,
Gm28549,,
Gm29473,,
Gm29211,,
Gm29470,,
Gm29212,,
Gm21333,,
Gm21247,,
Gm29382,,
Gm28224,,
Gm29210,,
Gm28226,,
Gm29213,,
Gm28225,,
Gm28550,,
Gm21344,,
Gm28604,,
Gm20849,,
Gm28603,,
Gm28829,,
Gm21901,,
Gm28565,,
Gm28566,,
Gm28697,,
Gm28828,,
Gm28554,,
Gm28831,,
Gm28832,,
Gm21864,,
Gm21802,,
Gm28658,,
Gm29238,,
Gm29056,,
Gm21088,,
Gm29239,,
Gm29098,,
Gm54343,,
Gm21170,,
Gm21741,,
Gm29373,,
Gm20862,,
Gm54344,,
Gm29370,,
Gm20863,,
Gm21751,,
Gm20864,,
Gm29476,,
Gm29166,,
Gm21717,,
Gm28194,,
Gm28753,,
Gm21191,,
Gm21271,,
Gm28475,,
Gm28476,,
Gm21281,,
Gm21380,,
Gm28193,,
Gm21782,,
Gm28751,,
Gm28752,,
Gm28726,,
Gm21308,,
Gm29267,,
Gm29268,,
Gm21879,,
Gm29269,,
Gm28757,,
Gm29270,,
Gm20856,,
Gm28348,,
Gm28973,,
Gm29271,,
Gm21734,,
Gm28972,,
Gm28970,,
Gm28971,,
Gm54345,,
Gm21785,,
Gm20854,,ortholog_many2many
Gm20854,,ortholog_many2many
Gm28349,,
Gm21892,,
Gm28346,,
Gm28345,,
Gm29090,,
Gm28152,,
Gm54346,,
Gm21881,,
Gm21435,,
Gm29505,,
Gm21862,,
Gm28823,,
Gm28871,,
Gm28220,,
Gm29512,,
Gm29511,,
Gm20820,SYCP3,ortholog_one2many
Gm20880,,
Gm28219,,
Gm20881,,
Gm28218,,
Gm29121,,
Gm54347,,
Gm29120,,
Gm20861,,
Gm29117,,
Gm20860,,
Gm28057,,
Gm21796,,
Gm29302,,
Gm20883,SYCP3,ortholog_one2many
Gm29119,,
Gm29118,,
Gm28440,,
Gm29299,,
Gm29116,,
Gm20889,,
Gm29298,,
Gm20887,,
Gm29092,,
Gm29091,,
Gm29320,,
Gm21849,,
Gm29297,,
Gm21462,,
Gm21470,,
Gm28366,,
Gm29319,,
Gm28317,,
Gm28318,,
Gm20884,,
Gm28313,,
Gm28314,,
Gm28315,,
Gm29115,,
Gm21813,,
Gm28316,,
Gm21387,,
Gm21396,,
Gm28944,,
Gm20906,SYCP3,ortholog_one2many
Gm28943,,
Gm29111,,
Gm28946,,
Gm28110,,
Gm28945,,
Gm28109,,
Gm28108,,
Gm28107,,
Gm28106,,
Gm28949,,
Gm28948,,
Gm28716,,
Gm28717,,
Gm28718,,
Gm28950,,
Gm21245,,
Gm29162,,
Gm29169,,
Gm21777,,
Gm21899,,
Gm28866,,
Gm29063,,
Gm28737,,
Gm28405,,
Gm21792,,
Gm28738,,
Gm28406,,
Gm20923,,
Gm28978,,
Gm29436,,
Gm28197,,
Gm20819,,
Gm21249,,
Gm29437,,
Gm28736,,
Gm28977,,
Gm21840,,
Gm28407,,
Gm21287,,
Gm29390,,
Gm28735,,
Gm29391,,
Gm21720,,
Gm29392,,
Gm28672,,
Gm28734,,
Gm21838,,
Gm28232,,
Gm28670,,
Gm28671,,
Gm28732,,
Gm28673,,
Gm28733,,
Gm28674,,
Gm21268,,
Gm21275,,
Gm28233,,
Gm28235,,
Gm28234,,
Gm21902,,
Gm21803,,
Gm28930,,
Gm20879,,
Gm28236,,
Gm21285,,
Gm29504,,
Gm20747,,ortholog_many2many
Gm20747,,ortholog_many2many
Gm29250,,
Gm29251,,
Gm21906,,
Gm29252,,
Gm29248,,
Gm29249,,
Gm29484,,
Gm21920,,
Gm28908,,
Gm28907,,
Gm21749,,
Gm20929,SYCP3,ortholog_one2many
Gm28910,,
Gm28909,,
Gm28276,,
Gm28274,,
Gm28275,,
Gm21302,,
Gm28290,,
Gm28292,,
Gm28291,,
Gm28293,,
Gm21740,,
Gm21912,,
Gm28698,,
Gm29304,,
Gm29305,,
Gm29303,,
Gm21894,,
Gm29307,,
Gm29557,,
Gm54348,,
Gm20927,,
Gm20930,,
Gm29306,,
Gm29300,,
Gm29301,,
Gm29558,,
Gm29555,,
Gm21733,,
Gm21330,,
Gm28355,,
Gm28354,,
Gm28353,,
Gm28352,,
Gm28200,,
Gm28201,,
Gm28202,,
Gm28203,,
Gm21340,,
Gm28204,,
Gm28205,,
Gm28206,,
Gm28207,,
Gm28208,,
Gm21851,,
Gm21819,,
Gm29224,,
Gm29223,,
Gm29222,,
Gm29221,,
Gm29220,,
Gm21815,,
Gm29132,,
Gm21450,,
Gm21843,,
Gm28889,,
Gm28691,,
Gm28692,,
Gm20794,,
Gm28690,,
Gm28689,,
Gm28687,,
Gm20987,,
Gm21918,,
Gm29207,,
Gm29204,,
Gm21489,,
Gm21832,,
Gm21573,,
Gm28179,,
Gm21577,,
Gm29206,,
Gm29614,,
Gm29613,,
Gm29612,,
Gm29343,,
Gm29342,,
Gm20804,,
Gm28598,,
Gm28599,,
Gm28185,,
Gm29037,,
Gm20823,,ortholog_many2many
Gm20823,,ortholog_many2many
Gm21877,,
Gm29548,,
Gm29547,,
Gm29546,,
Gm29545,,
Gm29544,,
Gm29209,,
Gm29549,,
Gm21530,,
Gm21617,,
Gm28589,,
Gm29420,,
Gm29421,,
Gm21627,SYCP3,ortholog_one2many
Gm29422,,
Gm28808,,
Gm21634,,
Gm28446,,
Gm29060,,
Gm29061,,
Gm20885,,
Gm29062,,
Gm29057,,
Gm29625,,
Gm21654,,
Gm29058,,
Gm29059,,
Gm29628,,
Gm20882,,
Gm20907,,
Gm29623,,
Gm29622,,
Gm29265,,
Gm20908,SYCP3,ortholog_one2many
Gm29259,,
Gm28860,,
Gm28252,,
Gm28859,,
Gm20921,,
Gm21826,,
Gm28254,,
Gm28861,,
Gm28255,,
Gm21171,,
Gm20924,,ortholog_many2many
Gm20924,,ortholog_many2many
Gm28990,,
Gm21848,,
Gm29457,,
Gm20736,SYCP3,ortholog_one2many
Gm28558,,
Gm28560,,
Gm28561,,
Gm29584,,
Gm20936,,
Gm20934,,
Gm21895,,
Gm28134,,
Gm28135,,
Gm20933,,
Gm28133,,
Gm28137,,
Gm28138,,
Gm21837,,
Gm21910,,
Gm21889,,
Gm29378,,
Gm29379,,
Gm29380,,
Gm29381,,
Gm28795,,
Gm20852,,ortholog_many2many
Gm20852,,ortholog_many2many
Gm29003,,
Gm29001,,
Gm29002,,
Ssty2,,ortholog_many2many
Ssty2,,ortholog_many2many
Gm28646,,
Gm28612,,
Gm28613,,
Gm28611,,
Gm21114,,
Gm21794,,
Gm29219,,
Gm29632,,
Gm29631,,
Gm29637,,
Gm20874,,
Gm29082,,
Gm29217,,
Gm29636,,
Gm29635,,
Gm29634,,
Gm29639,,
Gm21806,,
Gm20935,,
Gm29662,,
Gm29660,,
Gm29661,,
Gm29659,,
Gm20937,SYCP3,ortholog_one2many
Gm29450,,
Gm29449,,
Gm31335,,
Gm37690,,
Gm32114,,
Gm37075,,
Gm37921,,
Gm32180,,
Gm38371,,
Gm37657,,
Gm37448,,
Gm33163,,
Gm21065,,
Gm36978,,
Gm37721,,
Gm37129,,
Gm37990,,
Gm21366,SYCP3,ortholog_one2many
Gm33954,,
Gm37538,,
Gm21871,,
Gm34274,,
Gm34217,,
Gm21469,,
Gm21661,,
Gm37952,,
Gm21907,,
Gm37627,,
Gm20925,,
Gm20926,,
Gm37454,,
Gm38138,,
Gm29740,,
Gm37840,,
Gm37574,,
Gm21768,,
Gm37172,,
Gm35670,,
Gm20840,,
Gm35955,,
Gm37687,,
Gm38296,,
Gm38290,,
Gm38121,,
Gm36047,,
Gm36345,,
Gm37157,,
Gm38017,,
Gm36468,,
Gm21845,,
Gm20809,,ortholog_many2many
Gm20809,,ortholog_many2many
Gm37434,,
Gm37071,,
Gm37547,,
Gm36968,,
Gm37237,,
Gm38350,,
Gm20858,,
Gm31422,,
Gm37798,,
Gm37318,,
Gm31572,,
Gm21890,,
Gm21443,,
Gm37346,,
Gm38136,,
Gm37991,,
Gm37808,,
Gm33571,,
Gm32181,,
Gm28662,,
Gm28780,,
Gm21755,,
Gm20895,,
Gm28853,,
Gm28852,,
Gm28855,,
Gm28246,,
Gm28247,,
Gm28248,,
Gm20892,,
Gm28249,,
Gm28250,,
Gm28251,,
Gm28243,,
Gm28244,,
Gm21771,,
Gm21476,,
Gm29021,,
Gm28880,,
Gm28452,,
Gm28454,,
Gm28878,,
Gm28879,,
Gm29369,,
Gm21506,,
Gm29399,,
Gm29400,,
Gm29401,,
Gm20891,,
Gm20893,,
Gm28799,,
Gm28938,,
Gm28937,,
Gm28936,,
Gm21642,,
Gm21804,,
Gm29122,,
Gm28939,,
Gm28983,,
Gm28985,,
Gm20810,,
Gm20811,,
Gm28725,,
Gm28984,,
Gm28987,,
Gm28986,,
Gm29171,,
Gm28129,,
Gm28127,,
Gm28128,,
Gm21853,,
Gm28132,,
Gm28130,,
Gm28131,,
Gm29317,,
Gm29316,,
Gm29315,,
Gm28216,,
Gm28217,,
Gm28093,,
Gm28092,,
Gm28091,,
Gm28090,,
Gm29580,,
Gm28089,,
Gm28088,,
Gm21529,,
Gm29581,,
Gm21539,,
Gm29578,,
Gm21908,,
Gm21780,,
Gm28486,,
Gm21737,,
Gm28487,,
Gm29289,,ortholog_many2many
Gm29289,,ortholog_many2many
Gm21677,,ortholog_many2many
Gm21677,,ortholog_many2many
Gm29288,,
Gm21693,,ortholog_many2many
Gm21693,,ortholog_many2many
Gm21139,,
Gm21704,,ortholog_many2many
Gm21704,,ortholog_many2many
Gm21147,,
Gm21708,,ortholog_many2many
Gm21708,,ortholog_many2many
Gm21156,,
Rhoay-ps2,,
Gm2316,,
Gm3376,,ortholog_many2many
Gm3376,,ortholog_many2many
Gm2325,,
Gm28649,,
Gm8521,,
Gm18177,,
Gm28429,,
Gm28413,,
Gm28412,,
Gm8525,,
Gm28414,,
Gm28648,,
Gm28647,,
Gm29435,,
Vmn2r-ps139,,
Gm29038,,
Gm28191,,
Gm28186,,
Gm28241,,
Gm28242,,
Gm37222,,
Gm28357,,
Gm29352,,
Gm29351,,
Gm29350,,
Gm29349,,
Gm29355,,
Gm20918,,ortholog_many2many
Gm20918,,ortholog_many2many
Gm29161,,
Gm28767,,
Gm29160,,
Gm20915,,
Gm28766,,
Gm29159,,
Gm29198,,
Gm29193,,
Gm28430,,
Gm21746,,
Gm28593,,
Gm20873,,ortholog_many2many
Gm20873,,ortholog_many2many
Gm28916,,
Gm28915,,
Gm28918,,
Gm28443,,
Gm20830,,ortholog_many2many
Gm20830,,ortholog_many2many
Gm28442,,
Gm28445,,
Gm20788,,
Gm28997,,
Gm28998,SYCP3,ortholog_one2many
Gm28398,,
Gm28397,,
Gm28400,,
Gm28399,,
Gm28395,,
Gm21788,,
Gm28394,,
Gm28396,,
Gm28393,,
Gm20826,,ortholog_many2many
Gm20826,,ortholog_many2many
Vmn2r-ps149,,
Gm28576,SYCP3,ortholog_one2many
Gm28575,,
Gm28574,,
Gm28573,,
Gm28572,,
Gm28571,,
Gm28570,,
Gm29049,,ortholog_many2many
Gm29049,,ortholog_many2many
Gm20825,,ortholog_many2many
Gm20825,,ortholog_many2many
Gm29047,,
Gm29045,,
Gm29046,,
Gm29043,,
Gm29044,,
Gm37951,,
Gm20824,SYCP3,ortholog_one2many
Gm28146,,
Gm28145,,
Gm28148,,
Gm28147,,
Gm28142,,
Gm28141,,
Gm28144,,
Gm28143,,
Gm28150,,
Gm28149,,
Gm28098,,
Gm28330,,
Gm28331,,
Gm28099,,
Gm20815,,ortholog_many2many
Gm20815,,ortholog_many2many
Gm28328,,
Gm28329,,
Gm28270,,
Gm28327,,
Gm28097,,
Gm29365,,
Gm29329,,
Gm28848,,
Gm28846,,
Gm29471,,
Gm29474,,
Gm28506,,
Gm28507,,
Gm21301,,
Gm29142,,
Gm21310,,ortholog_many2many
Gm21310,,ortholog_many2many
Gm28509,,
Gm28508,,
Gm20834,,ortholog_many2many
Gm20834,,ortholog_many2many
Gm28953,,
Gm20776,,
Gm28958,,
Gm20828,,ortholog_many2many
Gm20828,,ortholog_many2many
Gm28957,,
Gm28956,,
Gm28952,,
Gm28951,,
Gm28390,,
Gm28391,,
Gm28389,,
Gm28655,,
Gm28654,,
Gm28657,,
Gm28656,,
Gm35108,,
Gm37739,,
Gm21736,,
Gm37654,,
Gm37044,,
Gm31511,,
Gm37572,,
Gm37344,,
Gm37059,,
Gm31942,,
Gm37440,,
Gm38185,,
Gm37395,,
Gm37577,,
Gm20822,,ortholog_many2many
Gm20822,,ortholog_many2many
Gm38183,,
Gm38149,,
Gm38145,,
Gm32033,,
Gm32447,,
Gm20770,,
Gm38016,,
Gm37158,,
Gm36998,,
Gm33112,,
Gm21809,,
Gm37635,,
Gm35070,,
Gm38094,,
Gm21763,,
Gm38369,,
Gm35843,,
Gm38168,,
Gm37740,,
Gm54350,,
Gm37723,,
Gm36261,,
Gm37898,,
Gm36467,,
Gm37927,,
Gm36891,,
Gm36929,,
Gm38174,,
Gm20910,,
Gm30598,,
Gm20909,,ortholog_many2many
Gm20909,,ortholog_many2many
Gm20865,,ortholog_many2many
Gm20865,,ortholog_many2many
Gm37462,,
Gm37658,,
Gm32347,,
Gm31123,,
Gm38370,,
Gm38054,,
Gm37476,,
Gm37369,,
Gm38181,,
1700020D14Rik,,
Gm29089,,
Gm2098,,
Zfy1,ZNF552,ortholog_many2many
Zfy1,ZNF793,ortholog_many2many
Zfy1,ZNF792,ortholog_many2many
Zfy1,ZNF419,ortholog_many2many
Zfy1,ZNF418,ortholog_many2many
Zfy1,ZNF256,ortholog_many2many
Zfy1,ZNF154,ortholog_many2many
Zfy1,ZNF134,ortholog_many2many
Zfy1,ZNF837,ortholog_many2many
Zfy1,ZNF549,ortholog_many2many
Zfy1,,ortholog_many2many
Zfy1,ZNF773,ortholog_many2many
Zfy1,ZNF304,ortholog_many2many
Zfy1,ZNF584,ortholog_many2many
Zfy1,ZNF562,ortholog_many2many
Zfy1,,ortholog_many2many
Uba1y,,
Gm28588,,
Gm28587,,
Rhoay-ps3,,
Kdm5d,KDM5D,ortholog_one2one
n-R5s1,5S_rRNA,ortholog_one2one
Gm54351,,
Eif2s3y,,ortholog_many2many
Eif2s3y,,ortholog_many2many
Gm29650,,
Uty,UTY,ortholog_one2one
Ddx3y,DDX3Y,ortholog_one2one
Gm4017,,
Gm18665,,
Usp9y,USP9Y,ortholog_one2one
Gm25565,U6,ortholog_one2one
Gm17790,,
Gm29167,,
Gm8446,,
Gm28534,,
Gm28975,,
Gm28974,,
Gm18797,,
Rhoay-ps1,,
Zfy2,ZNF552,ortholog_many2many
Zfy2,ZNF793,ortholog_many2many
Zfy2,ZNF792,ortholog_many2many
Zfy2,ZNF419,ortholog_many2many
Zfy2,ZNF418,ortholog_many2many
Zfy2,ZNF256,ortholog_many2many
Zfy2,ZNF154,ortholog_many2many
Zfy2,ZNF134,ortholog_many2many
Zfy2,ZNF837,ortholog_many2many
Zfy2,ZNF549,ortholog_many2many
Zfy2,,ortholog_many2many
Zfy2,ZNF773,ortholog_many2many
Zfy2,ZNF304,ortholog_many2many
Zfy2,ZNF584,ortholog_many2many
Zfy2,ZNF562,ortholog_many2many
Zfy2,,ortholog_many2many
Uba1y-ps2,,
Gm18796,,
Gm29552,,
Gm29550,,
Gm29551,,
Gm8480,,
Gm29553,,
Gm54352,,
Gm28630,,
Gm28629,,
H2al2c,,
Uba1y-ps1,,
Sry,SRY,ortholog_one2one
Gm18798,,
H2al2b,,
Gm28628,,
Gm4064,,ortholog_many2many
