Gene name,Zebrafish gene name,Zebrafish homology type
,,
KIR2DS3,,
U6,,
KIR2DL5B,,
KIR2DP1,,
LILRP1,,
KIR3DL3,,
KIR3DL3,,
KIR2DS2,,
KIR3DL1,,
KIR2DL2,,
KIR3DL3,,
KIR2DP1,,
KIR2DS4,,
KIR3DL2,,
KIR2DL1,,
KIR3DL3,,
,,
,,
,,
KIR3DL2,,
Y_RNA,,
KIR3DL1,,
KIR2DS5,,
Y_RNA,,
Metazoa_SRP,,
Metazoa_SRP,,
U6,,
DNAH10,,
KIR2DL4,,
,,
LILRP1,,
KIR2DP1,,
U6,,
KIR2DS2,,
LINC01839,,
LINC02054,,
,,
KIR2DS4,,
KIR3DL3,,
U6,,
,,
,,
,,
KIR2DL4,,
KIR2DL2,,
,,
NCR1,,
U6,,
,,
ZNF43,,
KIR2DS2,,
IMPDH1P5,,
PPIAL4F,,
DLG5,,
KIR3DL2,,
,,
LILRP1,,
U6,,
OR9G4,,
OR5G3,,
ZNF100,,
OR9G3P,,
,,
OR5G1P,,
U1,,
OR5G4P,,
RNVU1-26,,
RNVU1-2A,,
,,
U6,,
OR5G5P,,
OR9G2P,,
LILRP1,,
KIR2DP1,,
OR9G1,,
CCNYL6,,
,,
BRI3BPP1,,
,,
KIR3DS1,,
VN1R84P,,
OR9G9,,
MTDHP4,,
,,
U6,,
LINC02735,,
KIR2DL4,,
RNU6-222P,,
SBNO2,,
KIR2DS4,,
LILRP2,,
,,
U6,,
KIR2DL3,,
,,
KIR2DS4,,
KIR2DL1,,
KIR3DL3,,
CCDC92,,
KIR2DL4,,
KIR3DL3,,
KRTAP9-9,,
KIR3DL1,,
,,
KRTAP9-2,,
RNA5-8SN5,,
KRTAP9-4,,
5_8S_rRNA,,
,,
KRTAP9-3,,
KRTAP9-10P,,
,,
,,
KRTAP29-1,,
DHX36,,
KCNQ2-AS1,,
KCNQ2,,
KIR3DL3,,
FTCD,,
PIWIL1,,
,,
,prodha,ortholog_many2many
,prodhb,ortholog_many2many
,,
MREGP1,,
,,
KIR3DL1,,
KIR3DP1,,
KIR3DL2,,
ARHGEF26,,
KIR3DL2,,
KIR2DS4,,
,,
KRT18P40,,
,,
KIR2DS4,,
,,
ZNF430,,
KIR2DL1,,
SINHCAF,,
NCR1,,
KIR3DL2,,
KIR2DS2,,
,,
KIR3DL2,,
,,
,,
ANKRD18DP,,
KIR3DL2,,
,,
ZNF85,,
,,
FTCD-AS1,,
KIR3DP1,,
LSS,,
,,
,,
,dgcr6,ortholog_one2many
,,
KIR2DL1,,
KIR2DL2,,
,,
,,
RNU6-821P,,
U6,,
,,
,,
ARHGEF26-AS1,,
,,
FLJ13224,,
,,
DSEL-AS1,,
DSEL,,
SNTG2,,
,,
,,
TPO,,
,,
BNIP3P24,,
,,
ZNF66,,
KIR2DL3,,
,,
,,
,,
ADI1,,
,,
GARRE1,,
,,
KIR2DS4,,
TRAPPC12,,
LINC00254,,
AP2A2,,
HS3ST6,,
,,
MEIOB,,
LILRP2,,
KIR3DP1,,
NCR1,,
LSM14A,,
KIR3DL3,,
LILRP2,,
LINC02124,,
KIR3DL2,,
,,
,,
,,
KIR2DL5A,,
KIR3DL1,,
,,
,,
KRTAP9-2,,
KRTAP9-10P,,
KRTAP9-4,,
KIR2DS1,,
,,
KRTAP9-6,,
ABCB11,,
,,
KRTAP9-7,,
KRTAP29-1,,
,,
KRTAP9-12P,,
KRTAP9-11P,,
KRTAP9-9,,
U6,,
,,
,,
RPS17,,
KIR3DL3,,
KIR2DP1,,
U6,,
KIR2DL1,,
SUDS3P1,,
G6PC2,,
PROP1,,
SPATC1L,,
DLG5-AS1,,
KIR2DL4,,
,,
RN7SL284P,,
RNU6-1266P,,
KIR2DL4,,
SNTG2,,
SUDS3P1,,
,,
,,
SEPTIN9-DT,,
,,
PROP1,,
SEPTIN9,,
,,
,,
,,
LINC01659,,
,,
,,
ABCB10P1,,
,,
GOLGA8DP,,
,,
,,
ZDHHC8P1,,
,,
CTDP1,,
,,
,,
,,
SPC25,,
Y_RNA,,
,,
,,
KIR2DS4,,
CES5AP1,,
SLC45A2,,
,,
U6,,
KIR3DL1,,
GOLGA6L10,,
RXFP3,,
MUC6,,
TUBGCP5,,
ADAMTS12,,
KIR2DL3,,
,,
FAM230I,,
U6,,
U6,,
DNM1P38,,
,,
NOSTRIN,,
ZNF965P,,
LINC02557,,
GXYLT1P1,,
CYP4F34P,,
CNN2P12,,
PRB1,,
SNX18P26,,
LINC00328-2P,,
ANKRD20A9P,,
GOLGA6L1,,
CPEB1,,
U6,,
RNU6-55P,,
U6,,
U6,,
RNU6-1025P,,
MPHOSPH10P5,,
ELMO2P1,,
CRIM1,,
LILRP2,,
RPL21P36,,
,,
KIR3DL3,,
,,
KIR3DL2,,
CRIM1-DT,,
SKA1,,
,,
Metazoa_SRP,,
,,
,,
,,
KRTAP5-2,,
DLGAP2-AS1,,
LINC02708,,
FAM99B,,
FAM99A,,
APOBEC3B-AS1,,
KRTAP5-3,,
,,
APOBEC3A,,
KRTAP5-4,,
,,
DLGAP2,,
KRTAP5-1,,
,,
KRTAP5-5,,
,,
,,
DUSP8,,
PAXBP1,,
,,
MAPK4,,
,,
C21orf62,,
METRNL,,
,,
,,
RNA5SP458,,
,,
GOLGA6L22,,
SLC25A51P1,,
ADH5P4,,
,,
C21orf62-AS1,,
KIR2DS4,,
AADACL2,,
,,
GOLGA8EP,,
,,
,,
,,
GNG5P1,,
,,
LINC02066,,
U6,,
AADACL2-AS1,,
,,
HERC2P2,,
TBCD,,
RPS6P22,,
LRIG3-DT,,
,,
DECR2,,
HERC2P7,,
SPATA31E3P,,
,,
GOLGA8IP,,
MPHOSPH10P9,,
Metazoa_SRP,,
Metazoa_SRP,,
KIF26B,,
,,
KIR2DL4,,
MAFIP,tekt4,ortholog_one2many
KCNIP4,,
ELMO2P1,,
GOLGA8DP,,
,,
,,
RPL4P5,,
,,
KRTAP5-6,,
KRTAP5-1,,
KRTAP5-4,,
,,
CYFIP1,,
KRTAP5-5,,
FAM99A,,
LINC02708,,
,,
,,
DUSP8,,
B3GNTL1,,
,,
,,
FAM99B,,
,,
IFITM10,,
,frg1,ortholog_one2many
,,
KRTAP5-3,,
KRTAP5-2,,
SMN2,,
U6,,
,,
RAB11FIP3,,
KIR2DS1,,
KIR3DL2,,
FRG1-DT,,
LINC01596,,
,,
,,
,,
GOLGA6L1,,
LRRC56,,
RNU1-51P,,
MEGF11,,
ABCB10P1,,
TUBGCP5,,
CSPG4P10,,
KRT20,,
,,
GOLGA6L9,,
NDUFA6,,
KRTAP3-1,,
PHRF1,,
KRTAP3-2,,
TCF20,,
KRTAP4-9,,
KRTAP2-4,,
,,
,,
GOLGA6L17P,,
LINC00235,,
CAPN15,,
KRT23,,
Y_RNA,,
,,
,,
GOLGA2P10,,
SMDT1,,
KIR2DS2,,
KIR2DL5B,,
,,
CDH12P2,,
PMCHL2,,
KIR2DS3,,
NDUFA6-DT,,
,,
,,
OLA1P1,,
KIR2DL4,,
,,
DIS3L-AS1,,
GTF2H2,,
CYP2D7,,
GOLGA8F,,
,,
GOLGA6L10,,
UBE2Q2P6,,
,,
,,
NDUFA6-DT,,
ADAMTS7P1,,
GART,,
CYP2D8P,,
CYP2D7,,
,,
HERC2P11,,
SMDT1,,
UBE2Q2P2,,
,,
,,
,,
KRT40,,
GOLGA8G,,
KIR2DL1,,
OLA1P1,,
NDUFA6,,
KIR3DS1,,
,,
RPS5P3,,
DNAJC28,,
CYP2D8P,,
KIR3DL3,,
CYP2D6,,
KRTAP1-1,,
IFNGR2,,
,,
KRTAP4-11,,
,,
KRTAP2-5P,,
KRTAP1-3,,
KRTAP4-16,,
KRT12,,
OR2AS2P,,
OR2T6,,
OR2T2,,
OR2T4,,
KRTAP1-5,,
OR2T7,,
OR2T1,,
KRT39,,
OR2T3,,
MPHOSPH10P5,,
OR2T5,,
Metazoa_SRP,,
,,
KIR3DL2,,
KRTAP3-4P,,
KRTAP2-1,,
MUC20-OT1,,
KRTAP3-3,,
KRTAP2-3,,
KRTAP4-12,,
,,
LINC00824,,
KRTAP1-4,,
,,
KRTAP4-8,,
,,
,,
TMEM50B,,
,,
,,
,,
MUC20-OT1,,
,,
ABCB10P4,,
,,
,,
GOLGA6L25P,,
,,
OLA1P1,,
PSMB1,,
,,
,,
,,
,,
,,
,,
,,
HERC2,,
,,
FAM120B,,
NDUFA6,,
,,
,,
Metazoa_SRP,,
,,
Metazoa_SRP,,
SMDT1,,
,,
NKD2,,
,,
KIR2DL2,,
CYP2D6,,
LILRP1,,
,,
KIR2DP1,,
KIR2DL3,,
KIR2DS3,,
KIR2DL5A,,
KIR3DL3,,
KIR3DS1,,
LMNTD2,,
TNFRSF14,,
SLC12A7,,
LILRP2,,
MIR210HG,,
KIR3DP1,,
KIR2DL1,,
DLL1,,
U1,,
U6,,
RNH1,,
LINC01624,,
,,
LINC02549,,
,,
TCF20,,
LILRP2,,
,,
MUC4,,
SERF1B,,
,,
,,
KIR2DS1,,
NDUFA6-DT,,
KIR2DL5A,,
,,
,,
MUC20,,
SDHAP2,,
KIR2DL4,,
DLGAP2,,
,,
,,
,,
,,
,,
,,
ERICH1,,
UGT2A3,,
KIR2DL3,,
NAIP,,
MAD2L1-DT,,
MUC20-OT1,,
KIR2DS1,,
,,
,,
UGT2B27P,,
,,
,,
TTC34,,
,,
MUC4,,
UGT2B29P,,
UGT2B10,,
KIR2DP1,,
,,
,,
MMEL1,,
KIR3DL2,,
,,
,,
UGT2B15,,
,,
,,
MT2P1,,
,,
TMPRSS11E,,
DRD4,,
DEAF1,,
KSR1P1,,
IGKV1OR10-1,,
,,
LILRA4,,
MCCC2,,
PABPC1P8,,
,,
,,
U1,AL953856.2,ortholog_one2many
,,
,,
,,
,,
CNTNAP2,,
U1,,
IRF7,,
,,
U6,,
YTHDC1,,
OR8U9,,
OR8J2,,
FAM8A2P,,
,,
OR8U8,,
OR8L1P,,
LAIR1,,
KIR3DL3,,
OR5T3,,
OR5T2,,
OR8K2P,,
OR8I1P,,
OR8K3,,
OR8H1,,
OR5T1,,
U3,,
RPL5P29,,
Metazoa_SRP,,
OR8K1,,
OR8J1,,
,,
BDH1,,
BDP1,,
CNOT3,,
,,
VSTM1,,
,,
,,
MMEL1-AS1,,
MUC20,,
PANK4,,
,,
HRAS,,
LENG1,,
NLRP7,,
MUC4,,
SNTB2,,
,,
,,
UTP4,,
LINC01194,,
NLRP2,,
VSTM1,,
,,
,,
CNOT3,,
,,
LMNTD2-AS1,,
SDHAP2,,
PLCH2,,
,,
,,
RASSF7,,
SMN1,,
MUC20-OT1,,
DEFB104B,,
LENG1,,
Y_RNA,,
DEFB105B,,
U6,,
NDUFA3,,
PRR23D1,,
CDHR5,,
,,
DEFB4B,,
KIR2DL4,,
GP6,,
,,
FAM90A7P,,
LINC02197,,
DEFB103B,,
HES5,,
,,
,,
,,
DEFB108C,,
TNFRSF14-AS1,,
FAM90A22P,,
SERF1A,,
OR7E157P,,
HSPD1P3,,
FAM90A21P,,
ZNF705G,,
,,
,,
DEFB107B,,
U6,,
MBOAT7,,
PRXL2B,,
FAM90A6P,,
SPAG11B,,
NDUFA3,,
RDH13,,
OSCAR,,
TSEN34,,
,,
RPS9,,
DEFB106B,,
,,
FAM66B,,
MYOM2,,
,,
ABR,,
FAM90A23P,,
MBOAT7,,
NLRP2,,
NLRP7,,
LILRA5,,
,,
,,
CLK2,,
RPS9,,
,,
OSCAR,,
SCT,,
PTDSS2,,
,,
MUC4,,
PCGF7P,,
ZNF729,,
TFPT,,
ZNF676,,
NCR1,,
,,
,,
ZNF92P2,,
,,
MTDHP5,,
VN1R85P,,
BNIP3P31,,
BNIP3P30,,
GP6,,
TSEN34,,
PKLR,,
BTG3-AS1,,
BTG3,,
TARM1,,
TFPT,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
KBTBD11-AS1,,
MTX1P1,,
,,
RDH13,,
,,
KBTBD11,,
SCAMP3,,
,,
,,
,,
,,
TARM1,,
,,
,,
,,
,,
RNA5-8SN4,,
5_8S_rRNA,FP009765.2,ortholog_one2many
,,
ARHGEF10,,
KIR2DL1,,
LILRA3,,
,,
NLRP7,,
GBA,,
,,
SDHAP2,,
LILRA2,,
KIR3DS1,,
TIMM22,,
NXN,,
HLA-DRA,,
Metazoa_SRP,,
POMZP3,,
BTNL2,,
MUC20,,
KIR2DL2,,
SDHAP2,,
,,
,,
,,
UPK3B,,
,,
CEACAM4,,
CEACAMP3,,
KIR2DS5,,
PLEKHA3P1,,
DNAJC19P2,,
CEACAM21,,
FCAR,,
DENND11,,
SPDYE16,,
,,
KIR2DS4,,
LILRB1,,
HCN3,,
,,
,,
DTX2,,
,,
WEE2-AS1,,
TMEM179,,
DNAJC19P3,,
,,
C14orf180,,
,,
FAM189B,,
NAIP,,
LINC01480,,
ICE2P1,,
LINC01060,,
CEACAM7,,
KIR3DP1,,
KIR3DL2,,
SSBP1,,
,,
,,
,,
GOLGA6L24P,,
,,
FAM189A1,,
,,
,,
LILRB2,,
KIR2DS1,,
KIR3DL2,,
OR2W1,,
MPHOSPH10P7,,
,,
NOP56P1,,
,,
,,
,,
,,
,,
,,
ATP23,,
,mrpl23,ortholog_one2many
OR14J1,,
APBA2,,
TRIM27,,
,,
,,
LINC02403,,
,,
GIHCG,,
RN7SKP65,,
AGK,,
HCG14,,
RPL13P,,
,,
ZNF311,,
KIR3DP1,,
WEE2,,
TOMM40P4,,
,,
CDRT15P3,,
MYL6P5,,
KIR2DL5A,,
KIR2DS2,,
LINC01623,,
,,
LINC01015,,
NDUFB9P1,,
LINC01596,,
,,
OR2B3,,
HSP90AA4P,,
,,
HCG22,,
LINC01262,,
U1,,
,,
FRG1-DT,,
,,
TAF9,,
HERC2,,
U1,,
LST1,,
VSTM1,,
PATL2,,
,,
WHAMMP2,,
TRIM69,,
PRAMEF5,,
,,
,,
,,
,,
,,
ABCB10P3,,
GOLGA8G,,
,,
,,
RAD17,,
PRAMEF22,,
PRAMEF18,,
,,
,,
,,
,,
,,
PRAMEF8,,
HNRNPCL2,,
PRAMEF25,,
,,
LILRP1,,
,,
MBOAT7,,
HNRNPCL4,,
LILRB1,,
,,
HERC2P1,,
PRAMEF33,,
OSCAR,,
OCA2,,
,,
,,
TARM1,,
,,
SLC39A11,,
KIR3DL3,,
VSTM1,,
U6,,
SORD2P,,
,,
B2M,,
LILRA4,,
TSEN34,,
OR2AD1P,,
OR2J3,,
,,
HLA-H,,
MAS1L,,
MUC6,,
MICB,,
OR2H2,,
,,
ATAT1,,
LILRB2,,
U6,,
GP6,,
,,
RPL5P32,,
,,
,,
,,
LILRP2,,
,,
PDCD6IPP2,,
ABCB10P4,,
GOLGA8M,,
IFITM4P,,
LAIR1,,
ZNF90P2,,
KIR3DX1,,
OR11A1,,
,,
,,
,,
NSMCE3,,
MUC2,,
,,
OR2B3,,
HERC2P9,,
NLRP2,,
HLA-G,,
TFPT,,
LILRA6,,
OR2U2P,,
RPL41P2,,
TRIM10,,
GOLGA6L25P,,
,,
PTPRN2,,
,,
,,
,,
NDUFA3,,
GOLGA8F,,
Y_RNA,,
TBX22,,
Y_RNA,,
U1,,
GP6,,
RDH13,,
NDUFA3,,
,,
MAMDC2-AS1,,
MAMDC2,,
MBOAT7,,
Metazoa_SRP,,
CHRFAM7A,,
LINC02688,,
NLRP2,,
,,
MICG,,
U2,,
RNF39,,
AP2A2,,
ZNF90P2,,
OR2J3,,
MUC21,,
RPS17P1,,
,,
OR5V1,,
U6,,
LRRC37A2,,
,,
ARHGAP11B,,
,,
,,
MICD,,
HCG15,,
,,
OR2G1P,,
OR14J1,,
TRIM31-AS1,,
,,
TNF,,
WASF5P,,
,,
PTMAP1,,
HLA-V,,
SPPL2C,,
,,
Metazoa_SRP,,
U8,,
C22orf15,,
Y_RNA,,
OR11A1,,
RPS7P11,,
,,
ARHGAP11A,,
LINC02210,,
RPS9,,
MOG,,
OR11A1,,
CABIN1,,
,,
,,
,,
LY6G6F,,
KANSL1-AS1,,
RPS9,,
SMARCB1,,
,,
,,
MAPK8IP1P2,,
NSFP1,,
,,
CNOT3,,
RDH13,,
WNT3,,
,,
TMEM183AP1,,
FAM20C,,
PSORS1C1,,
,,
CTSO,,
NLRP7,,
RNU6-1025P,,
HCG14,,
,,
FCAR,,
,,
,,
MAS1LP1,,
DND1P1,,
HCG4,,
,,
,,
SUMO2P1,,
HLA-T,,
MDC1-AS1,,
OR2W1,,
ZNRD1ASP,,
ARHGAP27,,
PPP1R11,,
,,
MROH5,,
TDO2,,
SCGB1C2,,
,,
MAPT-IT1,,
MAPT,,
LINC02091,,
TRPM1,,
MBOAT7,,
,,
LINC01300,,
LENG1,,
RPH3AL,,
,,
HNRNPA1P38,,
TARM1,,
PTP4A3,,
RPS9,,
PRH2,,
TSEN34,,
APOM,,
RPL7P4,,
TRIM31-AS1,,
,,
RPL7AP7,,
LTB,,
,,
,,
TAS2R30,,
TAS2R19,,
TFPT,,
TAS2R8,,
MUC20,,
TAS2R7,,
GPR20,,
,,
,,
TAS2R50,,
CES1P1,,
MIF,,
,,
CNOT3,,
,,
TAS2R43,,
TAS2R14,,
CES5A,,
OR2B3,,
TAS2R9,,
LINC01556,,
,,
U2,,
,,
TAS2R45,,
TMPOP1,,
TAS2R31,,
,,
TAS2R13,,
PSMB9,,
,,
C4B_2,,
TAS2R46,,
TAS2R20,,
,,
DERL3,,
TAS2R15P,,
,,
,,
PRR4,,
,,
,,
IQSEC3,,
,,
,,
MRPS18B,,
,,
DDX11L8,,
,,
GABBR1,,
,,
RPH3AL-AS1,,
KIR2DL1,,
SLC2A11,,
DOC2B,,
,,
,,
WASH8P,,
TFPT,,
,,
SMIM10L1,,
LILRA6,,
,,
TAS2R64P,,
OSCAR,,
TAS2R10,,
,,
FAM20C,,
,,
TAS2R63P,,
,,
,,
,,
,,
IGKV1D-8,,
,,
IGKV3D-7,,
,,
,,
LINC02887,,
,,
,,
,,
U6,,
IGKV1OR2-118,,
,,
,,
,,
,,
,,
OR12D3,,
MAPT-IT1,,
,,
DDX39BP2,,
OR2J2,,
,,
OR2B3,,
,,
MICB,,
WNT9B,,
TTYH1,,
LENG1,,
CDK7,,
,,
MAPT-AS1,,
,,
,,
U6,,
KIR3DX1,,
,,
,,
LINC02210-CRHR1,,
MAPK8IP1P1,,
,,
LRRC37A4P,,
AZU1,,
,,
NSF,,
NDUFA3,,
TCF19,,
KIR2DS4,,
TJP1,,
PRTN3,,
KIR3DL2,,
HCG21,,
RPL7P4,,
OR14J1,,
LILRB2,,
PSORS1C3,,
LINC01623,,
BTNL2,,
,,
APBA1,,
,,
,,
PLPPR3,,
,,
,,
HNRNPA1P2,,
,,
STK19,,
PLEKHM1,,
MED16,,
,,
,,
TSBP1-AS1,,
,,
ZFP57,,
,,
OR2H5P,,
,,
OR5V1,,
CES1,,
SAPCD1,,
GPR53P,,
OR2J2,,
TMEM183AP1,,
HLA-DRB9,,
MSH5-SAPCD1,,
PPP1R11,,
PLEKHM1,,
HLA-G,,
ELANE,,
,,
ARHGAP27,,
LILRA3,,
OR2I1P,,
MAS1LP1,,
OR12D2,,
CFD,,
HLA-W,,
TNXA,,
MTCO3P1,,
HLA-DRB4,,
LILRA5,,
CRHR1,,
RPP21,,
Y_RNA,,
GTF2H2,,
OR2U1P,,
,,
ZNF311,,
RPL32P1,,
OR2J1,,
DDX39BP1,,
HCG4P8,,
DHX16,,
POLR1H,,
,,
,,
CXADRP2,,
,,
,,
LINC02203,,
LILRB5,,
,,
,,
IGKV1OR2-118,,
,,
DLGAP2-AS1,,
,,
LINC00533,,
GOLGA8J,,
OR2U2P,,
TAMM41,,
DLGAP2,,
LINC01556,,
PSORS1C1,,
,,
LONRF2P4,,
,,
,,
LILRB5,,
Metazoa_SRP,,
,,
,,
U8,,
,,
GREM1,,
RPS17P1,,
,,
OR2J3,,
PHLDA2,,
OR4M2B,,
,,
OR2H4P,,
TRIM26BP,,
NLRP7,,
,,
Metazoa_SRP,,
GRAMD4P6,,
NBEAP4,,
,,
NF1P9,,
HLA-K,,
,,
RPSAP2,,
HSPA1B,,
,,
,,
PPP1R10,,
CARS1,,
POTEB3,,
GABBR1,,
U6,,
FAN1,,
MARK2P14,,
NUP210P2,,
Metazoa_SRP,,
,,
LST1,,
,,
SCG5,,
GRK1,,
,,
TMEM255B,,
LINC00552,,
,,
,,
RPL15P4,,
U6,,
,,
Metazoa_SRP,,
LY6G6E,,
KLF13,,
,,
HLA-P,,
Y_RNA,,
,,
Metazoa_SRP,,
,,
U6,,
U6,,
Metazoa_SRP,,
Metazoa_SRP,,
U8,,
Metazoa_SRP,,
RPL13P,,
,,
Metazoa_SRP,,
VWA7,,
Y_RNA,,
ZFP57,,
,,
LINC01015,,
MAS1LP1,,
ZFP57,,
HCG17,,
LENG8,,
HCG18,,
,,
RPL13AP,,
OR12D3,,
HLA-H,,
MUC20,,
RPS17P1,,
GNL1,,
OR2H1,,
KANSL1,,
HCG4P8,,
TMEM183AP1,,
KIR2DL2,,
DDR1,,
MUC20-OT1,,
KIR2DP1,,
CNOT3,,
,,
,,
CCL4L2,,
,,
,,
KIR2DP1,,
,,
,,
GPI,,
,,
,,
LY6G5C,,
,,
PRPF31,,
,,
DDT,,
,,
Y_RNA,,
KRT31,,
,,
CEP72-DT,,
ATP6V1G3,,
,,
CEP72,,
,,
HSPA1A,,
KIR3DL2,,
,,
KIR3DL3,,
SLC9A3,,
CCL3-AS1,,
,,
TBC1D3P7,,
OR2P1P,,
MRPS18B,,
GSTT1,,
NOP56P1,,
KRT33A,,
TBC1D3I,,
UBDP1,,
OR2H5P,,
HLA-F-AS1,,
LENG1,,
PTPRC,,
HSPA1L,,
KANSL1-AS1,,
KRT37,,
,,
,,
,,
LAIR1,,
,,
,,
HLA-V,,
,,
GPSM3,,
LRRC37A,,
KRTAP16-1,,
,,
KRT34,,
,,
LINC01149,,
MCCD1P2,,
PSMB9,,
KRTAP17-1,,
,,
,,
,,
KRT33B,,
,,
HLA-W,,
MIF-AS1,,
HCG4B,,
HCG27,,
TARM1,,
GSTT3P,,
,,
GSTT2,,
OR12D1,,
,,
OR2I1P,,
MBOAT7,,
HLA-DQB1-AS1,,
OR2W1,,
KIR3DP1,,
NRM,,
MICC,,
LSM2,,
TRIM39,,
,,
LILRB4,,
CNOT3,,
,,
CHCHD10,,
MICG,,
,,
OR2H4P,,
RPL7AP7,,
MCCC2,,
MRPS16P3,,
ARL17B,,
OR2J3,,
DDX39B-AS1,,
APOL5,,
LRRC37A3,,
GSTT4,,
HLA-DQB1-AS1,,
ATAT1,,
RPL3P2,,
ZBED9,,
HLA-A,,
CUBNP2,,
,,
MARCHF8,,
DDTL,,
RBFOX2,,
OR12D2,,
MMP11,,
,,
GARRE1,,
OR5V1,,
OR6D1P,,
,,
KRT18P1,,
ANKRD30BP3,,
LINC01623,,
OR13A1,,
