Gene name,Zebrafish gene name,Zebrafish homology type
SIGLEC15,bckdhbl,ortholog_many2many
SIGLEC15,si:dkey-24p1.7,ortholog_many2many
sugp2,sugp1,ortholog_one2many
slc10a7,slc10a7,ortholog_one2one
tmem119,tmem119b,ortholog_one2one
slc14a2,slc14a2,ortholog_one2one
tomm5,tomm5,ortholog_one2one
minar2,CR790388.1,ortholog_one2one
smc5,smc5,ortholog_one2one
fam13a,fam13a,ortholog_one2many
fam13a,CABZ01031870.1,ortholog_one2many
tmem17,zgc:112294,ortholog_one2one
usp53,USP53,ortholog_one2many
usp53,usp53b,ortholog_one2many
micos13,micos13,ortholog_one2one
fbxo10,fbxo10,ortholog_one2one
coro2a,si:ch73-106g13.1,ortholog_one2many
coro2a,coro2a,ortholog_one2many
,inpp5jb,ortholog_one2many
,inpp5ja,ortholog_one2many
dtx1,DTX1,ortholog_one2one
slc24a2,SLC24A2,ortholog_one2many
slc24a2,slc24a2,ortholog_one2many
hsd11b1l,hsd11b1lb,ortholog_one2many
hsd11b1l,hsd11b1la,ortholog_one2many
lsm6,lsm6,ortholog_one2one
gadd45g,GADD45G,ortholog_one2many
gadd45g,gadd45gb.1,ortholog_one2many
gadd45g,gadd45ga,ortholog_one2many
slc7a11,slc7a2,ortholog_many2many
slc7a11,slc7a11,ortholog_many2many
celf5,celf5b,ortholog_one2many
celf5,celf5a,ortholog_one2many
polr1e,polr1e,ortholog_one2one
mrpl52,mrpl52,ortholog_one2one
spata6l,spata6l,ortholog_one2one
ecpas,ecpas,ortholog_one2one
inip,inip,ortholog_one2one
XB5771954 [provisional:nnmt],zgc:64002,ortholog_one2many
mmp14,mmp14a,ortholog_one2many
mmp14,mmp14b,ortholog_one2many
znf827,znf827,ortholog_one2one
lyrm7,lyrm7,ortholog_one2one
grpel1,grpel1,ortholog_one2one
tmem161b,tmem161b,ortholog_one2one
U4,FO704757.2,ortholog_one2many
,si:dkeyp-3f10.11,ortholog_many2many
,or137-1,ortholog_many2many
,or137-7,ortholog_many2many
,si:dkeyp-3f10.12,ortholog_many2many
,or137-6,ortholog_many2many
,BX649282.3,ortholog_many2many
,si:dkeyp-3f10.16,ortholog_many2many
,si:dkeyp-3f10.14,ortholog_many2many
,BX957318.1,ortholog_many2many
,BX649282.2,ortholog_many2many
,or137-3,ortholog_many2many
,si:dkeyp-3f10.17,ortholog_many2many
,or136-1,ortholog_many2many
,or134-1,ortholog_many2many
,or137-2,ortholog_many2many
,or137-8,ortholog_many2many
,or135-1,ortholog_many2many
,or137-9,ortholog_many2many
,or137-4,ortholog_many2many
glis3,glis3,ortholog_one2one
taok2,prune2,ortholog_one2one
chrna9,LO018568.1,ortholog_one2many
chrna9,chrna9,ortholog_one2many
mis18a,mis18a,ortholog_one2one
rem2,rem2,ortholog_one2one
adgrv1,adgrv1,ortholog_one2one
dazap2,dazap2,ortholog_one2one
,CR381647.2,ortholog_many2many
,CR381647.1,ortholog_many2many
cit,citb,ortholog_one2many
cit,cita,ortholog_one2many
mmaa,mmaa,ortholog_one2one
rflna,rflna,ortholog_one2one
rtbdn,zgc:109949,ortholog_one2one
s1pr4,s1pr4,ortholog_one2one
trpm6,trpm6,ortholog_one2one
herc3,herc3,ortholog_one2one
brpf3,brpf3b,ortholog_one2many
brpf3,brpf3a,ortholog_one2many
fsd1l,fsd1l,ortholog_one2one
rnaseh2a,rnaseh2a,ortholog_one2one
nr2f2,nr2f2,ortholog_one2one
uhrf1,uhrf1,ortholog_one2one
smc2,smc2,ortholog_one2one
tmprss2.2,tmprss2,ortholog_one2many
ncln,ncln,ortholog_one2one
tbc1d22b,tbc1d22b,ortholog_one2one
klf9,klf9,ortholog_one2one
mphosph8,mphosph8,ortholog_one2one
gcnt4,gcnt4a,ortholog_one2many
gcnt4,GCNT4,ortholog_one2many
gcnt4,gcnt4b,ortholog_one2many
ap1m1,ap1m1,ortholog_one2one
neu3.1,neu3.3,ortholog_one2many
neu3.1,neu3.5,ortholog_one2many
neu3.1,neu3.4,ortholog_one2many
neu3.1,neu3.1,ortholog_one2many
neu3.1,neu3.2,ortholog_one2many
tph2,tph2,ortholog_one2one
cops6,cpe,ortholog_one2one
casr,casr,ortholog_one2one
hunk,hunk,ortholog_one2one
pkm,pkma,ortholog_one2many
pkm,pkmb,ortholog_one2many
smad1,smad1,ortholog_one2one
nmrk2,mibp2,ortholog_one2one
dnajc25,dnajc25,ortholog_one2one
SNORD15,CU570791.1,ortholog_one2many
plpp2,plpp2a,ortholog_one2many
plpp2,plpp2b,ortholog_one2many
mybph,mybpha,ortholog_one2many
mybph,mybphb,ortholog_one2many
pspc1,pspc1,ortholog_one2one
,tmprss2,ortholog_one2many
aff3,aff3,ortholog_one2one
gng10,gng10,ortholog_one2one
fgf7,fgf7,ortholog_one2one
fzd9,fzd9b,ortholog_one2many
fzd9,fzd9a,ortholog_one2many
fam151b,fam151b,ortholog_one2one
b3galt9,pja2,ortholog_one2one
XB5814630 [provisional:inmt],grhpra,ortholog_one2one
suclg1,suclg1,ortholog_one2one
letmd1,letmd1,ortholog_one2one
wdr73,wdr73,ortholog_one2one
gusb,gusb,ortholog_one2one
dtwd1,dtwd1,ortholog_one2one
trpm3,trpm3,ortholog_one2one
kpna7,acana,ortholog_many2many
kpna7,acanb,ortholog_many2many
hoxc9,hoxc9a,ortholog_one2one
,bhlha9,ortholog_one2one
vps36,vps36,ortholog_one2one
prmt5,prmt5,ortholog_one2one
hook2,hook2,ortholog_one2many
rbm47,rbm47,ortholog_one2one
zmym2,zmym2,ortholog_one2one
tmprss2.6,tmprss2,ortholog_one2many
TMEM200B,tmem200b,ortholog_one2one
efna5,efna5a,ortholog_one2many
efna5,efna5b,ortholog_one2many
upf1,upf1,ortholog_one2one
sorcs2,sorcs2,ortholog_one2one
trarg1,trarg1b,ortholog_one2many
trarg1,trarg1a,ortholog_one2many
piwil3,piwil1,ortholog_one2many
pdx1,pdx1,ortholog_one2one
npr3,npr3,ortholog_one2one
csrnp2,csrnp2,ortholog_one2one
mab21l1,mab21l1,ortholog_one2one
fkbp6,CABZ01055707.1,ortholog_one2many
fkbp6,fkbp6,ortholog_one2many
cox18,cox18,ortholog_one2one
XB5900534 [provisional:or56a5],or102-3,ortholog_many2many
XB5900534 [provisional:or56a5],or102-4,ortholog_many2many
XB5900534 [provisional:or56a5],or103-2,ortholog_many2many
XB5900534 [provisional:or56a5],or105-1,ortholog_many2many
XB5900534 [provisional:or56a5],or102-1,ortholog_many2many
XB5900534 [provisional:or56a5],or103-3,ortholog_many2many
XB5900534 [provisional:or56a5],or103-1,ortholog_many2many
XB5900534 [provisional:or56a5],or103-5,ortholog_many2many
XB5900534 [provisional:or56a5],or104-1,ortholog_many2many
XB5900534 [provisional:or56a5],or102-5,ortholog_many2many
XB5900534 [provisional:or56a5],or103-4,ortholog_many2many
XB5900534 [provisional:or56a5],or102-2,ortholog_many2many
XB5900534 [provisional:or56a5],or104-2,ortholog_many2many
,nnt2,ortholog_one2one
pebp4,PEBP4,ortholog_one2one
aen,isg20l2,ortholog_one2one
bicdl1,bicdl1,ortholog_one2one
foxb2,foxb2,ortholog_one2one
trhde,trhde.2,ortholog_one2many
thsd1,thsd1,ortholog_one2many
,nhlh2,ortholog_one2one
vmac,VMAC,ortholog_one2many
,or102-3,ortholog_many2many
,or102-4,ortholog_many2many
,or103-2,ortholog_many2many
,or105-1,ortholog_many2many
,or102-1,ortholog_many2many
,or103-3,ortholog_many2many
,or103-1,ortholog_many2many
,or103-5,ortholog_many2many
,or104-1,ortholog_many2many
,or102-5,ortholog_many2many
,or103-4,ortholog_many2many
,or102-2,ortholog_many2many
,or104-2,ortholog_many2many
aurka,zbtb39,ortholog_one2one
aup1,aup1,ortholog_one2one
lrrtm1,lrrtm1,ortholog_one2one
adamts3,adamts3,ortholog_one2one
,arid1ab,ortholog_many2many
,arid1aa,ortholog_many2many
p4ha3,p4ha3,ortholog_one2many
p4ha3,si:cabz01069582.1,ortholog_one2many
polr1d.1,si:ch211-140b10.6,ortholog_one2one
gosr1,gosr1,ortholog_one2one
slc47a1,slc47a1,ortholog_many2many
slc47a1,slc47a4,ortholog_many2many
mtmr12,mtmr12,ortholog_one2one
caps,capsla,ortholog_one2one
fgl1b,si:ch211-287a12.9,ortholog_one2one
G0S2,g0s2,ortholog_one2one
baz1b,baz1b,ortholog_one2one
gpr182,gpr182,ortholog_one2one
dnah10,DNAH10,ortholog_one2one
rab35,rab35b,ortholog_one2one
med24,med24,ortholog_one2one
tfcp2,tfcp2,ortholog_one2one
hoxc10,hoxc10a,ortholog_one2one
boc,boc,ortholog_one2one
parp6,parp6a,ortholog_one2many
parp6,CABZ01078320.1,ortholog_one2many
parp6,parp6b,ortholog_one2many
haus4,haus4,ortholog_one2one
arhgef7,arhgef7a,ortholog_one2many
arhgef7,arhgef7b,ortholog_one2many
,BX649434.3,ortholog_many2many
,CU638714.1,ortholog_many2many
,BX547930.4,ortholog_many2many
,CABZ01033394.1,ortholog_many2many
itpr3,FO834850.1,ortholog_one2many
itpr3,itpr3,ortholog_one2many
cryl1,cryl1,ortholog_one2one
esm1,esm1,ortholog_one2one
nsun5,nsun5,ortholog_one2one
hoxc12,hoxc12b,ortholog_one2many
hoxc12,hoxc12a,ortholog_one2many
,sarnp,ortholog_one2many
vn1r1,ora1,ortholog_one2one
ppme1,ppme1,ortholog_one2one
atp8b4,atp8b4,ortholog_one2one
HOXC13,hoxc13a,ortholog_one2many
HOXC13,hoxc13b,ortholog_one2many
scaf4,scaf4b,ortholog_one2many
scaf4,scaf4a,ortholog_one2many
tpte2,tpte,ortholog_one2one
hhip,hhip,ortholog_one2one
,adrb3b,ortholog_one2many
,adrb3a,ortholog_one2many
pou6f1,pou6f1,ortholog_one2one
cpd,cpda,ortholog_one2many
cpd,cpdb,ortholog_one2many
ugcg,ugcg,ortholog_one2one
aatf,aatf,ortholog_one2one
pdzd2,pdzd2,ortholog_one2one
psmb5,psmb5,ortholog_one2one
ranbp3,ranbp3b,ortholog_one2one
man2a1,man2a1,ortholog_one2one
psmb11,psmb11a,ortholog_one2many
psmb11,psmb11b,ortholog_one2many
tafa5,tafa5b,ortholog_one2many
tafa5,tafa5a,ortholog_one2many
gja3,gja3,ortholog_one2one
isoc1,isoc1,ortholog_one2one
atp6v0a2,atp6v0a2a,ortholog_one2many
atp6v0a2,atp6v0a2b,ortholog_one2many
sod1,sod1,ortholog_one2one
slc12a9,slc12a9,ortholog_one2one
ctnna2,ctnna2,ortholog_one2one
ykt6,ykt6,ortholog_one2one
bin2,bin2b,ortholog_one2many
bin2,bin2a,ortholog_one2many
c9orf72,C13H9orf72,ortholog_one2one
U6,CABZ01071845.1,ortholog_one2many
cdh24,cdh24b,ortholog_one2many
cdh24,cdh24a,ortholog_one2many
apbb2,LO018568.2,ortholog_one2one
tmigd1,tmigd1,ortholog_one2one
c2cd3,c2cd3,ortholog_one2one
tle2,tle2a,ortholog_one2one
,trip12,ortholog_one2many
,pkn2,ortholog_many2many
,PKN2,ortholog_many2many
grm4,grm4,ortholog_one2one
slc25a15.2,slc25a15b,ortholog_one2many
slc25a15.2,slc25a15a,ortholog_one2many
adgrl3,ADGRL3,ortholog_one2many
adgrl3,adgrl3.1,ortholog_one2many
susd1,susd1,ortholog_one2one
chd1,chd1,ortholog_one2one
ccdc89,zgc:172182,ortholog_one2one
fktn,fktn,ortholog_one2one
lysmd3,lysmd3,ortholog_one2one
msmo1,msmo1,ortholog_one2one
tmed4,tmed4,ortholog_one2one
anapc10,anapc10,ortholog_one2one
,grhprb,ortholog_one2one
hpd-like.2,hpda,ortholog_one2one
gjb2,cx30.3,ortholog_one2one
TAL2,tal2,ortholog_one2one
adra2c,adra2c,ortholog_one2one
adra1d,adra1d,ortholog_one2one
slc1a6,slc1a6,ortholog_one2one
smo,smo,ortholog_one2one
tac3,tac3a,ortholog_one2one
arih1,arih1l,ortholog_one2many
arih1,arih1,ortholog_one2many
tmem107,ctc1,ortholog_one2one
htr1a,drd2l,ortholog_one2one
tmem38b,CABZ01079427.1,ortholog_one2one
ankrd34b,ankrd34bb,ortholog_one2many
ankrd34b,ankrd34ba,ortholog_one2many
XB5752756 [provisional:thap1],CU655961.1,ortholog_one2many
XB5752756 [provisional:thap1],si:ch73-130a3.4,ortholog_one2many
septin4,sept4a,ortholog_one2many
septin4,BX640522.1,ortholog_one2many
,med28,ortholog_one2many
wdr4,wdr4,ortholog_one2one
slc27a6,slc27a6,ortholog_one2one
tspan33,tspan33a,ortholog_one2one
ilf3,ilf3b,ortholog_one2one
epb41,epb41a,ortholog_one2one
ssh2,ssh2b,ortholog_one2many
ssh2,ssh2a,ortholog_one2many
dqx1,dqx1,ortholog_one2one
dapk1,dapk1,ortholog_one2one
abce1,abce1,ortholog_one2one
tctn2,tctn2,ortholog_one2one
fut11,fut11,ortholog_one2one
pabpc4,pabpc4,ortholog_one2one
ankrd10,ankrd10b,ortholog_one2many
ankrd10,ankrd10a,ortholog_one2many
ddx56,ddx56,ortholog_one2one
smox,smox,ortholog_one2one
ablim2,ablim2,ortholog_one2one
ccdc136,ccdc136b,ortholog_one2many
ndufs4,ndufs4,ortholog_one2one
,CR848049.1,ortholog_one2one
ift88,ift88,ortholog_one2one
acin1,acin1b,ortholog_one2many
acin1,acin1a,ortholog_one2many
cetn3,mblac2,ortholog_one2one
vkorc1l1,vkorc1l1,ortholog_one2one
,BX470182.1,ortholog_many2many
,CU467837.1,ortholog_many2many
tbc1d22a,tbc1d22a,ortholog_one2one
pex12,pex12,ortholog_one2one
nudt12,nudt12,ortholog_one2one
atoh1,atoh1a,ortholog_one2one
ucp2,ucp2,ortholog_one2one
,pik3c2b,ortholog_one2one
ppie,ppie,ortholog_one2one
klhl2,klhl2,ortholog_one2one
dck.1,dck,ortholog_one2one
mapk1,mapk1,ortholog_one2one
vps13a,vps13a,ortholog_one2one
bbx,bbx,ortholog_one2one
P2RX2,p2rx2,ortholog_one2one
ing1,ing1,ortholog_one2one
dnajb13,dnajb13,ortholog_one2one
nkx2-6,nkx2.3,ortholog_one2one
ypel1,ypel1,ortholog_one2one
otud4,otud4,ortholog_many2many
tiam1,tiam1b,ortholog_one2many
tiam1,tiam1a,ortholog_one2many
lpar1,lpar1,ortholog_one2one
il17d,il17d,ortholog_one2one
,BX322663.1,ortholog_one2one
npc1l1,NPC1L1,ortholog_one2one
plppr1,plppr1,ortholog_one2one
bmp7.2,bmp7b,ortholog_many2many
bmp7.2,bmp7a,ortholog_many2many
or52l1l [provisional],CABZ01018874.1,ortholog_many2many
or52l1l [provisional],or113-2,ortholog_many2many
or52l1l [provisional],si:ch1073-22e3.1,ortholog_many2many
or52l1l [provisional],or112-1,ortholog_many2many
or52l1l [provisional],or113-1,ortholog_many2many
,dcst2,ortholog_one2one
tjp1,tjp1a,ortholog_one2many
tjp1,tjp1b,ortholog_one2many
,CU693368.1,ortholog_one2one
bmp8,bmp8a,ortholog_one2one
ptbp3,ptbp3,ortholog_one2one
pold3,pold3,ortholog_one2one
cars2,cars2,ortholog_one2one
rev1,rev1,ortholog_one2one
eef1akmt1,eef1akmt1,ortholog_one2one
tmprss2.12,tmprss2,ortholog_one2many
ccbe1,ccbe1,ortholog_one2one
rnf24,rnf24,ortholog_one2one
spata5l1,spata5l1,ortholog_one2one
acacb,acacb,ortholog_one2one
man2b2,man2b2,ortholog_one2one
,CU640488.1,ortholog_many2many
,CU638697.2,ortholog_many2many
,CU638697.1,ortholog_many2many
,CR628394.1,ortholog_many2many
lingo2,lingo2b,ortholog_one2many
lingo2,lingo2a,ortholog_one2many
ap2b1,ap2b1,ortholog_one2one
ypel2,ypel2b,ortholog_one2one
nsrp1,nsrp1,ortholog_one2one
ppil2,ppil2,ortholog_one2one
frem3,frem3,ortholog_one2one
zcchc7,zcchc7,ortholog_one2one
dram1,dram1,ortholog_one2one
supt4h1,supt4h1,ortholog_one2one
pcdh18,pcdh18a,ortholog_one2many
pcdh18,pcdh18b,ortholog_one2many
mrps31,mrps31,ortholog_one2one
,CR762395.1,ortholog_one2one
gria4,gria4a,ortholog_one2many
gria4,gria4b,ortholog_one2many
kcnd2,kcnd2,ortholog_one2one
uchl1,uchl1,ortholog_one2one
c14orf119,C2H14orf119,ortholog_one2one
lman1,lman1,ortholog_one2one
smarca4,SMARCA4,ortholog_one2many
smarca4,smarca4a,ortholog_one2many
svep1,svep1,ortholog_one2one
,BX957326.1,ortholog_one2many
rpl23a,rpl23a,ortholog_one2one
gja9,cx52.9,ortholog_one2one
fbn2,fbn2a,ortholog_one2one
stc1,stc1l,ortholog_one2many
stc1,stc1,ortholog_one2many
limk1,limk1b,ortholog_one2many
limk1,limk1a,ortholog_one2many
tmprss2.13,tmprss2,ortholog_one2many
CIROP,si:ch211-216p19.5,ortholog_one2one
mdm4,mdm4,ortholog_one2one
cplx4,cplx4b,ortholog_one2many
cplx4,cplx4a,ortholog_one2many
washc3,washc3,ortholog_one2one
cldn8.3,cldn17,ortholog_one2many
foxd1,foxd1,ortholog_one2one
rnf169,rnf169,ortholog_one2one
pank2,pank2,ortholog_one2one
efna2,efna2a,ortholog_one2many
efna2,efna2b,ortholog_one2many
cacnb3,cacnb3a,ortholog_one2many
cacnb3,cacnb3b,ortholog_one2many
U2,CR388189.7,ortholog_one2one
smarcd1,smarcd1,ortholog_one2one
slc30a4,slc30a4,ortholog_one2one
dhx40,dhx40,ortholog_one2one
eif5b,eef2a.2,ortholog_many2many
eif5b,eef2a.1,ortholog_many2many
flnc,flnca,ortholog_one2many
flnc,flncb,ortholog_one2many
nfya,nfya,ortholog_one2many
nfya,nfyal,ortholog_one2many
cldn8.1,cldn17,ortholog_one2many
fam174c,si:ch211-262i1.6,ortholog_one2one
rasl10b,RASL10B,ortholog_one2one
nadk2,nadk2,ortholog_one2one
cerk,cerk,ortholog_one2one
sugp1,sugp1,ortholog_one2many
xrra1,xrra1,ortholog_one2one
,adam28,ortholog_one2many
,si:ch211-162k9.5,ortholog_many2many
,si:ch211-157j23.3,ortholog_many2many
,si:ch211-157j23.2,ortholog_many2many
,si:dkey-285b23.4,ortholog_many2many
,si:dkey-285b23.3,ortholog_many2many
,si:ch211-162k9.6,ortholog_many2many
tmem192,tmem192,ortholog_one2one
man1a2,man1a2,ortholog_one2one
scarf2,SCARF2,ortholog_one2one
cldn8.4,cldn17,ortholog_one2many
pde4d,pde4d,ortholog_one2one
psip1,psip1b,ortholog_one2many
psip1,psip1a,ortholog_one2many
tspoap1,CABZ01076737.1,ortholog_one2many
tspoap1,si:ch211-105f12.2,ortholog_one2many
mob1b,mob1bb,ortholog_one2many
mob1b,mob1ba,ortholog_one2many
naxd,naxd,ortholog_one2one
bloc1s6,bloc1s6,ortholog_one2one
gas2l2,gas2l2,ortholog_one2one
nup37,nup37,ortholog_one2one
,CR339054.3,ortholog_one2one
spcs2,spcs2,ortholog_one2one
cldn17.1,cldn17,ortholog_one2many
,ighv1-1,ortholog_many2many
,ighv13-2,ortholog_many2many
,ighv1-3,ortholog_many2many
,ighv1-4,ortholog_many2many
,ighv1-2,ortholog_many2many
slc6a4,slc6a4a,ortholog_one2one
sort1,sort1b,ortholog_one2many
sort1,sort1a,ortholog_one2many
mmp28,mmp28,ortholog_one2one
,slc47a1,ortholog_many2many
,slc47a4,ortholog_many2many
hsdl2,hsdl2,ortholog_one2one
xpo4,xpo4,ortholog_one2one
mef2c,mef2ca,ortholog_one2many
mef2c,mef2cb,ortholog_one2many
parp8,parp8,ortholog_one2one
cited4,cited4b,ortholog_one2many
cited4,cited4a,ortholog_one2many
fam169b,fam169b,ortholog_one2one
snapc3,snapc3,ortholog_one2one
cnmd,cnmd,ortholog_one2one
glp2r,si:dkey-258f14.3,ortholog_many2many
glp2r,si:dkey-258f14.7,ortholog_many2many
ppp2r2c,ppp2r2cb,ortholog_one2many
ppp2r2c,ppp2r2ca,ortholog_one2many
midn,midn,ortholog_one2one
psma5,psma5,ortholog_one2one
sqor,sqor,ortholog_one2one
rfx2,rfx2,ortholog_one2one
rab3c,rab3c,ortholog_one2one
tm2d3,tm2d3,ortholog_one2one
parpbp,parpbp,ortholog_one2one
b3galt5.4,zgc:162952,ortholog_many2many
b3galt5.4,zgc:194330,ortholog_many2many
b3galt5.4,si:ch211-250e5.2,ortholog_many2many
b3galt5.4,BX649337.2,ortholog_many2many
,,ortholog_one2one
hira,hira,ortholog_one2one
,ttll3,ortholog_one2many
prodh,prodhb,ortholog_one2many
prodh,prodha,ortholog_one2many
prrg1,prrg1,ortholog_one2one
atp5f1d,atp5f1d,ortholog_one2one
,si:ch1073-396h14.1,ortholog_one2one
sypl2,sypl2b,ortholog_one2many
sypl2,sypl2a,ortholog_one2many
spata18a,spata18,ortholog_one2many
tmprss2.15,tmprss2,ortholog_one2many
,si:ch211-276i12.11,ortholog_one2many
stx12,stx12,ortholog_one2many
stx12,stx12l,ortholog_one2many
taf15,taf15,ortholog_many2many
sugt1,sugt1,ortholog_one2one
mpo,mpx,ortholog_one2many
pmch,pmch,ortholog_one2many
pmch,pmchl,ortholog_one2many
emb,emb,ortholog_one2one
cbarp,cbarpb,ortholog_one2one
blmh,blmh,ortholog_one2one
rab20,rab20,ortholog_one2one
det1,det1,ortholog_one2one
cyb561d1,cyb561d1,ortholog_one2one
yrdc,yrdc,ortholog_one2one
cspg4b,si:dkey-193c22.2,ortholog_one2many
cspg4b,si:dkeyp-41f9.3,ortholog_one2many
edil3,edil3a,ortholog_one2one
igf1,igf3,ortholog_one2one
dazl,dazl,ortholog_one2one
ttc39b,ttc39b,ortholog_one2one
wdr41,wdr41,ortholog_one2one
c12orf73,UQCC6,ortholog_one2one
limch1,limch1a,ortholog_one2many
limch1,limch1b,ortholog_one2many
,cldn17,ortholog_one2many
amigo1,amigo1,ortholog_one2one
arrdc2,arrdc2,ortholog_one2one
tent5c,tent5c,ortholog_one2one
foxn4,foxn4,ortholog_one2one
ptpra,ptpra,ortholog_one2one
rhbdd2,rhbdd2,ortholog_one2one
ift57,ift57,ortholog_one2one
stk11,stk11,ortholog_one2one
,nitr6b,ortholog_one2many
,nitr6a,ortholog_one2many
,nitr8,ortholog_one2many
rufy3,rufy3,ortholog_one2one
pgpep1l,pgpep1l,ortholog_one2one
cldn17.3,cldn17,ortholog_one2many
col4a2,col4a2,ortholog_one2one
hcn1,hcn1,ortholog_one2one
wfs1,wfs1b,ortholog_one2many
wfs1,wfs1a,ortholog_one2many
ddx23,ddx23,ortholog_one2one
hapln1,HAPLN1,ortholog_one2many
hapln1,hapln1b,ortholog_one2many
,FQ311924.1,ortholog_one2many
chrna7,FO907089.1,ortholog_one2many
chrna7,chrna7,ortholog_one2many
marchf3,zgc:158785,ortholog_many2many
gdpd1,gdpd1,ortholog_one2one
cltc,cltcb,ortholog_one2many
cltc,cltca,ortholog_one2many
rmc1,rmc1,ortholog_one2one
,CR352209.1,ortholog_many2many
,CR354398.1,ortholog_many2many
,BX914205.2,ortholog_many2many
vcan,vcana,ortholog_one2many
vcan,vcanb,ortholog_one2many
pigg,PIGG,ortholog_one2one
myo1h,myo1ha,ortholog_one2many
myo1h,myo1hb,ortholog_one2many
kank2,kank2,ortholog_one2one
grik1,grik1b,ortholog_one2many
grik1,grik1a,ortholog_one2many
